user_screen_name,created_at,text,hashtags,user_name,user_location,retweet_count,favorite_count
Jassa_rai_,2023-01-01 03:07:42+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],𝓙𝓪𝓼𝓼𝓪 𝓙𝓪𝓽𝓽 🦅,ᴰᵒᵃᵇᵃᵃᵃᵃ ᴮᵉˡᵗ ᴺᵃʷᵃⁿˢʰᵃʰʳ 📍,16,0
AnilJha58772137,2023-01-01 03:07:31+00:00,"Investments in Agriculture are the best weapons against hunger and poverty, and also in making life better for at l… https://t.co/kAEJsnou1f",[],Anil Jha,,9,9
13april1699,2023-01-01 03:07:05+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],ਅਮਨਪ੍ਰੀਤ ਸਿੰਘ 🛄,🏡PANJ-AAB 💼 MUMBAI🇺🇦🌾🇵🇸,16,0
Cultural_Pendu,2023-01-01 03:06:44+00:00,"RT @sandhumannu0476: Investments in Agriculture are the best weapons against hunger and poverty, and also in making life better for at leas…",[],Pendu,,9,0
gurshar28231201,2023-01-01 03:06:07+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Gursharan singh Sandhu (ਕਿਸਾਨ ਤੇ ਮਜਦੂਰ),Moga Punjab India ,20,0
Onkarsi89194314,2023-01-01 03:04:40+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],Ladian ਵਾਲਾ ਦਿਊ,,16,0
gurshar28231201,2023-01-01 03:03:27+00:00,"RT @sandhumannu0476: Investments in Agriculture are the best weapons against hunger and poverty, and also in making life better for at leas…",[],Gursharan singh Sandhu (ਕਿਸਾਨ ਤੇ ਮਜਦੂਰ),Moga Punjab India ,9,0
sandhumannu0476,2023-01-01 03:03:07+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Manminder Singh,"Red Earth 29, Saskatchewan",20,0
sandhumannu0476,2023-01-01 03:02:50+00:00,"Investments in Agriculture are the best weapons against hunger and poverty, and also in making life better for at l… https://t.co/w3vj1LUjxM",[],Manminder Singh,"Red Earth 29, Saskatchewan",9,11
Aman_Kaur45,2023-01-01 03:02:44+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",ਅਮਨਦੀਪ ਕੌਰ🌾,,20,0
Onkarsi89194314,2023-01-01 03:02:10+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Ladian ਵਾਲਾ ਦਿਊ,,20,0
Onkarsi39708171,2023-01-01 03:01:13+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",Onkar Singh ਦਿਊ,,15,0
Onkarsi39708171,2023-01-01 03:00:40+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],Onkar Singh ਦਿਊ,,16,0
KulrajanWadhwa,2023-01-01 03:00:34+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],kulrajan wadhwa,"Haryana, India",16,0
KulrajanWadhwa,2023-01-01 02:59:41+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],kulrajan wadhwa,"Haryana, India",12,0
Onkarsi89194314,2023-01-01 02:54:59+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],Ladian ਵਾਲਾ ਦਿਊ,,12,0
Its_mannkaur,2023-01-01 02:52:57+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],m@Nnnn,,16,0
Onkarsi89194314,2023-01-01 02:51:45+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",Ladian ਵਾਲਾ ਦਿਊ,,15,0
VikashK23838908,2023-01-01 02:51:08+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],Vikash Khokhar,"Baghpat,  U P ,India",12,0
Its_mannkaur,2023-01-01 02:49:33+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],m@Nnnn,,12,0
Onkarsi39708171,2023-01-01 02:49:28+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Onkar Singh ਦਿਊ,,20,0
Its_mannkaur,2023-01-01 02:49:17+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",m@Nnnn,,20,0
Its_mannkaur,2023-01-01 02:47:51+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",m@Nnnn,,15,0
Aman_Kaur45,2023-01-01 02:45:06+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],ਅਮਨਦੀਪ ਕੌਰ🌾,,12,0
Baap_Ji1,2023-01-01 02:43:15+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],𝕋𝕒𝕣𝕒 𝕤𝕚𝕟𝕘𝕙 (Parody),,12,0
Randeep44009128,2023-01-01 02:41:32+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Randeep Gill,,20,0
kaur_manjeett,2023-01-01 02:41:20+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",ਮੰਨੂੰ (Mannu),"पंजाब, भारत",20,0
kaur_manjeett,2023-01-01 02:41:02+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",ਮੰਨੂੰ (Mannu),"पंजाब, भारत",15,0
Cultural_Pendu,2023-01-01 02:39:47+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],Pendu,,12,0
jai28prakash,2023-01-01 02:39:37+00:00,"RT @sandhumannu0476: Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of the…",[],जन-गण-मन,दिल्ली,12,0
sandhumannu0476,2023-01-01 02:38:59+00:00,"Mr Modi, another year passed in fooling Farmers. Your government neither legalized MSP, nor doubled the income of t… https://t.co/OC1DuuXkry",[],Manminder Singh,"Red Earth 29, Saskatchewan",12,8
KulrajanWadhwa,2023-01-01 02:38:56+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",kulrajan wadhwa,"Haryana, India",20,0
jai28prakash,2023-01-01 02:38:04+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",जन-गण-मन,दिल्ली,20,0
JagjitS37628148,2023-01-01 02:37:29+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],ਮਨੁ ਜੀਤੈ,,16,0
Cultural_Pendu,2023-01-01 02:36:37+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],Pendu,,16,0
Cultural_Pendu,2023-01-01 02:36:32+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",Pendu,,15,0
Cultural_Pendu,2023-01-01 02:36:23+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",Pendu,,20,0
JagjitS37628148,2023-01-01 02:35:39+00:00,"ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#NewYearWithFarmers
#FarmersProtest","['NewYearWithFarmers', 'FarmersProtest']",ਮਨੁ ਜੀਤੈ,,20,15
KulrajanWadhwa,2023-01-01 02:35:32+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",kulrajan wadhwa,"Haryana, India",15,0
Aman_Kaur45,2023-01-01 02:33:12+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],ਅਮਨਦੀਪ ਕੌਰ🌾,,16,0
Aman_Kaur45,2023-01-01 02:33:02+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",ਅਮਨਦੀਪ ਕੌਰ🌾,,15,0
Baap_Ji1,2023-01-01 02:32:49+00:00,"RT @JagjitS37628148: Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",𝕋𝕒𝕣𝕒 𝕤𝕚𝕟𝕘𝕙 (Parody),,15,0
Baap_Ji1,2023-01-01 02:32:35+00:00,"RT @sandhumannu0476: If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyone i…",[],𝕋𝕒𝕣𝕒 𝕤𝕚𝕟𝕘𝕙 (Parody),,16,0
JagjitS37628148,2023-01-01 02:32:03+00:00,"Protest in Punjab
All Life
All Time

#FarmersProtest
#NewYearWithFarmers https://t.co/oHNrpYz0fZ","['FarmersProtest', 'NewYearWithFarmers']",ਮਨੁ ਜੀਤੈ,,15,10
sandhumannu0476,2023-01-01 02:30:36+00:00,"If agriculture goes wrong, nothing else will have a chance to go right.
But think that the farmer who feeds everyon… https://t.co/qN9MZ2wdpO",[],Manminder Singh,"Red Earth 29, Saskatchewan",16,16
SharonZeLeVas,2023-01-01 01:16:14+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],Sharee ZeLeVas,,15,0
ghlagatindotcom,2023-01-01 01:07:39+00:00,RT @rihanna: why aren’t we talking about this?! #FarmersProtest https://t.co/obmIlXhK9S,['FarmersProtest'],Ghlagatin,"Greater Accra, Ghana",289480,0
flarp_flip,2022-12-31 23:50:39+00:00,"RT @Bhupinder295: Farm laws: Can states negate Central acts using Article 254 (2) of the Constitution?

@Tractor2twitr 
#FarmersProtest htt…",['FarmersProtest'],Flip Flarp,ya know always,49,0
rkhuria2,2022-12-31 20:39:37+00:00,RT @AdnanAliKhan555: #Zira #FarmersProtest nu gaalan denda hoya ek 🐏… u can abuse me but not my farmers… Lala Ji showing his Sanghi colours…,"['Zira', 'FarmersProtest']",rkhuria2,"Mumbai, India",3,0
Bharatarian,2022-12-31 19:55:00+00:00,"RT @ashokepandit: They are not farmers but blackmailers, extortionists , Khalistanis , terrorists , urban naxals &amp; enemies of the country .…",[],Humanitarian.,"World,I am an English learner.",206,0
vashishtvp,2022-12-31 18:15:20+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",15,0
vashishtvp,2022-12-31 18:15:09+00:00,"RT @SIIMovement: The time is coming!
#NewZealand #Dunedin #Christchurch #Nelson #politicsnz #Invercargill #Blenheim #Westcoast #Timaru #Ash…","['NewZealand', 'Dunedin', 'Christchurch', 'Nelson', 'politicsnz', 'Invercargill', 'Blenheim', 'Westcoast', 'Timaru']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2022-12-31 18:15:02+00:00,"RT @JagjitS37628148: Save Water

#FarmersProtest
#ZiraSanjhaMorcha https://t.co/nwSVBhn5RW","['FarmersProtest', 'ZiraSanjhaMorcha']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",27,0
vashishtvp,2022-12-31 18:14:32+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",14,0
vashishtvp,2022-12-31 18:13:49+00:00,RT @dt_next: Pandemonium prevailed for a while in agri grievances redressal meet in #Thanjavur on Friday after the #farmers staged a walk o…,"['Thanjavur', 'farmers']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2022-12-31 18:07:15+00:00,RT @AdnanAliKhan555: #Zira #FarmersProtest nu gaalan denda hoya ek 🐏… u can abuse me but not my farmers… Lala Ji showing his Sanghi colours…,"['Zira', 'FarmersProtest']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",3,0
rajusvin,2022-12-31 17:15:21+00:00,RT @AdnanAliKhan555: #Zira #FarmersProtest nu gaalan denda hoya ek 🐏… u can abuse me but not my farmers… Lala Ji showing his Sanghi colours…,"['Zira', 'FarmersProtest']",S Raju,,3,0
CountessTash,2022-12-31 17:11:50+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],Countess N,mountain view,15,0
Parmind74776100,2022-12-31 16:52:38+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Parminder Singh,Canada,14,0
MDhill0n,2022-12-31 15:47:20+00:00,"RT @kuldeep03b: Save Water
Save Punjab

#ZiraSanjhaMorcha
#FarmersProtest https://t.co/MzwvS3ayel","['ZiraSanjhaMorcha', 'FarmersProtest']",#JusticeForSidhuMooseWala,,13,0
mandeep_555,2022-12-31 15:00:24+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ਮਨ 🍂 ਦੀਪ,Punjab,14,0
AdnanAliKhan555,2022-12-31 14:56:24+00:00,#Zira #FarmersProtest nu gaalan denda hoya ek 🐏… u can abuse me but not my farmers… Lala Ji showing his Sanghi colo… https://t.co/t3R3sPFh5G,"['Zira', 'FarmersProtest']",ਅਦਨਾਨ ਅਲੀ ਖਾਨ ( عدنان علی خان ),Patiala/ New Delhi/Malerkotla ,3,7
Bckbncher,2022-12-31 13:37:45+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ᴊɪɴᴅ☆,,14,0
Jerald_2305,2022-12-31 13:10:43+00:00,"@Mehboobp1 @RahulGandhi Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization… https://t.co/pQmQ6kyO71",['BankPrivatization'],JJF,,0,0
Jerald_2305,2022-12-31 13:08:49+00:00,"@ttindia Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization
#Economy_Job_GDP_Crisis… https://t.co/iQjQrdOmji","['BankPrivatization', 'Economy_Job_GDP_Crisis']",JJF,,0,0
Jerald_2305,2022-12-31 13:07:42+00:00,"@firstpost Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization
#Economy_Job_GDP_Crisis… https://t.co/B5COoweRvn","['BankPrivatization', 'Economy_Job_GDP_Crisis']",JJF,,0,0
Jerald_2305,2022-12-31 13:07:23+00:00,"@ani_digital @ANI Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization… https://t.co/F53xnNPPoF",['BankPrivatization'],JJF,,0,0
Jerald_2305,2022-12-31 13:06:51+00:00,"@CNNnews18 Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization
#Economy_Job_GDP_Crisis… https://t.co/9tSW4cFhcf","['BankPrivatization', 'Economy_Job_GDP_Crisis']",JJF,,0,0
Jerald_2305,2022-12-31 13:05:46+00:00,"@BJP4India @AmitShah Its HypocrisyVsDemocracy !!!
Its Truth Vs Bigotry N Hype !!!
#BankPrivatization… https://t.co/FTeGl8NLWD",['BankPrivatization'],JJF,,0,0
Jerald_2305,2022-12-31 13:03:25+00:00,@ysathishreddy @KTRTRS @LambaAlka @prakashraaj @pradeepraiindia @ValaAfshar @RajeevRai @ShyamMeeraSingh @zoo_bear… https://t.co/qu0i6NAA1V,[],JJF,,0,0
Anantve49647921,2022-12-31 12:20:30+00:00,"RT @kuldeep03b: Save Water
Save Punjab

#ZiraSanjhaMorcha
#FarmersProtest https://t.co/MzwvS3ayel","['ZiraSanjhaMorcha', 'FarmersProtest']",ਲਾਹੌਰੀਆ।,,13,0
Kory_Kory01,2022-12-31 12:12:46+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],CoriCori 🇻🇪❤🇬🇧❤🇮🇹,"London, England",15,0
gratefulpatty2,2022-12-31 12:02:22+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],Patty Maher,,15,0
Karunes45441532,2022-12-31 11:54:40+00:00,"RT @vashishtvp: #Farmersprotest 
Fight for Right &amp; Justice...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_India
#Restor…","['Farmersprotest', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR', 'BanEVM_Save_India']",Karunesh Kumar,,7,0
Tejchhina1921,2022-12-31 11:54:31+00:00,"RT @RD_Rebellion: @BattaKashmiri @ArvindKejriwal Terrorism of Indian state which killed 700 farmers during #Farmersprotest, imposed Hindi f…",['Farmersprotest'],ਤੇਜਵਿੰਦਰ ਸਿੰਘ (Tejwinder Singh),,5,0
SukhrajSinghBa7,2022-12-31 11:44:20+00:00,"RT @JagjitS37628148: Save Water

#FarmersProtest
#ZiraSanjhaMorcha https://t.co/nwSVBhn5RW","['FarmersProtest', 'ZiraSanjhaMorcha']",Sukhraj Singh Bajwa,"Batala, India",27,0
Aman_Kaur45,2022-12-31 11:17:39+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ਅਮਨਦੀਪ ਕੌਰ🌾,,14,0
Amandeep_45,2022-12-31 11:10:19+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ਅਮਨਦੀਪ ਕੌਰ🌱,,14,0
PramodK36819113,2022-12-31 11:08:51+00:00,"RT @vashishtvp: #WeWantOPS
Struggle is the ""invitation"" of nature who accepts; moves forward.
#OPS #MSP #BanEVM
#SAVE_ITCADRE_SAVE_IR
#BanE…","['WeWantOPS', 'OPS', 'MSP', 'BanEVM', 'SAVE_ITCADRE_SAVE_IR']",Pramod Kumar Singh,,5,0
KGParmar15,2022-12-31 10:10:52+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो
Struggle is the ""invitation"" of nature who accepts; moves forward.
#OPS #MSP #BanEVM #WeWantOPS
#SAV…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",K.G. Parmar,,10,0
NHarleeeeeee,2022-12-31 08:00:09+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Kaur Harleeeeeee....N,,14,0
Anandbhim25,2022-12-31 07:59:15+00:00,"RT @GretaThunberg: I still #StandWithFarmers and support their peaceful protest.
No amount of hate, threats or violations of human rights w…",['StandWithFarmers'],Anand Kumarآنند کمار,"New Delhi, India",61385,0
AmritpalDhinds4,2022-12-31 07:50:58+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha
Struggle is the ""invitation"" of nature who accepts; moves forward.
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITC…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Amritpal Dhindsa,,7,0
prnswalia,2022-12-31 07:13:45+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Prince Walia || ਪ੍ਰਿੰਸ ਵਾਲਿਆ #FarmerLivesMatter,puch ke amb lene,14,0
dt_next,2022-12-31 07:01:36+00:00,Pandemonium prevailed for a while in agri grievances redressal meet in #Thanjavur on Friday after the #farmers stag… https://t.co/9U60DmqaFA,"['Thanjavur', 'farmers']",DT Next,"Chennai, India",1,1
shulendarjaat,2022-12-31 06:45:24+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],किसान पुत्र,"Rajasthan, India",14,0
Onkarsi39708171,2022-12-31 06:40:09+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Onkar Singh ਦਿਊ,,14,0
OddFoxStudio,2022-12-31 06:39:03+00:00,"RT @GretaThunberg: I still #StandWithFarmers and support their peaceful protest.
No amount of hate, threats or violations of human rights w…",['StandWithFarmers'],❄️Oddness❄️,,61385,0
Boharlahoria,2022-12-31 06:34:37+00:00,"RT @kuldeep03b: Save Water
Save Punjab

#ZiraSanjhaMorcha
#FarmersProtest https://t.co/MzwvS3ayel","['ZiraSanjhaMorcha', 'FarmersProtest']",Bohar Lahoria❣️,,13,0
Adarshgond6,2022-12-31 06:33:49+00:00,"RT @GretaThunberg: I still #StandWithFarmers and support their peaceful protest.
No amount of hate, threats or violations of human rights w…",['StandWithFarmers'],Adarsh gond ♐,"Mau, India",61385,0
AjayKalsi20,2022-12-31 05:40:48+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Ajay Kalsi,,14,0
BhagwantSidhu13,2022-12-31 05:32:51+00:00,"RT @JagjitS37628148: Save Water

#FarmersProtest
#ZiraSanjhaMorcha https://t.co/nwSVBhn5RW","['FarmersProtest', 'ZiraSanjhaMorcha']",ਭਗਵੰਤ ਸਿੱਧੂ,Panjab ,27,0
_MohitGahlot_,2022-12-31 05:32:06+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],Mohit Gahlot (ਮੋਹਿਤ ਗਹਿਲੋਤ),Earth,14,0
updeshkb,2022-12-31 05:30:51+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ਉਪਦੇਸ਼ ਕੌਰ Updesh Kaur,ਪੰਜਾਬ ,14,0
BhagwantSidhu13,2022-12-31 05:24:01+00:00,"RT @Aman_Kaur45: It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill the pro…",['MSP'],ਭਗਵੰਤ ਸਿੱਧੂ,Panjab ,14,0
Aman_Kaur45,2022-12-31 05:22:20+00:00,"It's 31st December 2022
&amp; farmers are still waiting for the legalisation of #MSP @narendramodi, @PMOIndia  Fulfill… https://t.co/OVyqRJmrtg",['MSP'],ਅਮਨਦੀਪ ਕੌਰ🌾,,14,9
AjayKalsi20,2022-12-31 05:03:18+00:00,"RT @JagjitS37628148: Save Water

#FarmersProtest
#ZiraSanjhaMorcha https://t.co/nwSVBhn5RW","['FarmersProtest', 'ZiraSanjhaMorcha']",Ajay Kalsi,,27,0
ISB_1699_,2022-12-31 04:46:26+00:00,RT @palminder1990: @RaviSinghKA @jindisinghka @theJagmeetSingh Also @theJagmeetSingh said all the truckers in the freedom convoy were racis…,[],ISB_1699_🇨🇦🇬🇧,T.O,5,0
joshcap,2022-12-31 04:39:59+00:00,"RT @vivekagnihotri: Do you know that the concept of Khalistan was envisaged by Master Tara Singh of the Akali Dal, that was led by the then…",[],anandc,"तिरुपति, भारत",692,0
SharisseLynas,2022-12-31 04:32:55+00:00,"RT @AmritSi63408814: #Netherlands: Thousands of farmers could be forced to sell their farm land to the state within the next year.

They wi…",['Netherlands'],Sharisse Lynas 🍁,"Brampton, ON",15,0
Gil97055588Gill,2022-12-31 04:32:52+00:00,"RT @JagjitS37628148: Save Water

#FarmersProtest
#ZiraSanjhaMorcha https://t.co/nwSVBhn5RW","['FarmersProtest', 'ZiraSanjhaMorcha']",Gill Randeep,,27,0
AmeetGujjar,2022-12-31 04:20:51+00:00,"RT @Ishwarp07537935: Hashtag for today is ...
#ZiraSanjhaMorcha
#FarmersProtest https://t.co/wHtXe3dG77","['ZiraSanjhaMorcha', 'FarmersProtest']",Ameet Gujjar,,17,0
